id,UMAP1,UMAP2,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9,DM10,DM11,DM12,DM13,DM14,DM15,DM16,DM17,DM18,DM19,DM20,DM21,DM22,DM23,DM24,DM25,DM26,DM27,DM28,DM29,DM30
"335,028",12.1192,43.0019,0.0538,-0.0552,-0.1032,0.0544,0.0816,0.0372,0.1302,0.1553,-0.1371,-0.0546,0.1122,-0.1864,0.1413,-0.0477,-0.1003,0.1296,-0.0982,0.4381,-0.1706,-0.2314,0.5241,-0.1282,0.3962,-0.0857,0.0575,-0.4382,0.7785,0.2551,-0.4663,0.1256
"335,029",-11.8098,-13.8307,0.0086,-0.0931,-0.0633,0.1121,0.0172,0.0856,0.1967,0.3001,0.0615,-0.1624,0.1511,-0.2028,0.0420,0.2285,0.0636,0.0377,-0.1891,-0.2453,0.0216,0.0600,0.0489,0.4719,0.3204,-0.0856,0.2751,0.1381,-0.0103,-0.2287,-0.3750,-0.4864
"335,030",-12.3256,-20.8482,0.0007,-0.0875,-0.0089,0.1542,-0.0219,0.0190,0.1825,0.2850,0.0111,-0.0807,0.1290,-0.1075,0.1261,0.0759,-0.0203,0.1931,-0.0137,-0.0822,-0.0668,0.0576,-0.1486,0.2025,0.1502,-0.0927,0.4070,-0.2096,-0.1019,0.1126,-0.1581,0.0397
"335,031",14.7423,45.0923,0.0817,-0.0838,-0.0034,0.1203,-0.1082,-0.2293,0.2036,0.3234,-0.2609,0.0131,0.2215,-0.1207,0.3012,-0.0440,-0.0189,0.5125,-0.1282,0.7177,-0.2043,-0.7109,0.7550,-0.3252,0.5846,0.1164,0.0264,-0.8743,1.5704,0.3502,-0.7471,0.2604
"335,032",-9.0433,-16.7723,0.0274,-0.0836,-0.0502,0.0687,0.0096,0.0822,0.0899,0.1556,0.0851,-0.1726,0.1220,-0.0610,0.0059,0.0342,0.1624,-0.0338,-0.0993,-0.0314,-0.1009,0.0710,-0.1744,0.0959,0.2443,-0.0072,0.2592,0.1037,-0.0148,-0.1604,-0.0865,-0.1636
"335,033",-8.7333,-7.4047,0.0157,-0.0603,-0.1613,0.0299,0.0245,0.1771,0.1338,0.1054,-0.0239,-0.1202,0.0472,-0.1264,0.0157,-0.0209,0.0787,-0.2921,-0.2063,0.1160,-0.0116,0.0918,0.1245,0.1134,0.1526,-0.0493,0.0567,0.0601,-0.1792,-0.1161,-0.1140,-0.0147
"335,034",-16.4516,-15.7711,0.0204,-0.1476,-0.0326,0.0794,0.0137,0.0167,0.0284,0.3035,0.3826,-0.2418,0.3415,-0.1530,-0.1493,0.0112,-0.0072,-0.0361,-0.1142,0.0475,-0.0913,-0.0472,-0.1485,0.0982,0.1369,0.0341,0.2631,0.0254,-0.0515,0.0704,-0.1156,0.0295
"335,036a",-37.5338,15.2757,0.0876,0.0941,-0.0923,-0.1212,0.2887,0.0793,0.1208,-0.1160,-0.0793,-0.0093,0.0031,-0.2418,-0.0038,-0.2766,-0.0022,0.1113,-0.3628,-0.0281,-0.0123,-0.0873,-0.2806,-0.1190,-0.1047,0.0544,-0.0597,0.0138,-0.0116,-0.1339,0.0152,-0.1012
"335,037",-5.3410,-28.9490,-0.0809,-0.1622,0.0306,0.2128,-0.1589,-0.1166,0.2194,0.5523,-0.1478,-0.3184,0.2460,-0.1054,0.2808,0.2371,-0.0453,0.5798,-0.2922,0.6005,-0.3646,-0.5253,-0.1723,-0.7508,0.7536,-0.3151,1.5111,-1.2376,0.9661,1.0606,0.0782,0.8674
"335,038",-20.3675,-11.3605,-0.0296,-0.0655,-0.0648,0.1101,0.0106,0.0808,0.0867,0.1554,-0.0362,-0.1593,0.0262,-0.1621,0.0562,0.0519,-0.0429,0.0177,0.0773,-0.1422,-0.0425,-0.0218,-0.0836,0.1848,0.0948,0.1169,-0.1090,-0.0527,-0.1194,0.0710,-0.2262,-0.2230
"335,039",-11.0144,-3.7156,0.0209,-0.0510,-0.0387,0.0948,0.0198,0.0575,0.0785,0.1387,-0.0373,-0.0232,0.0480,-0.0189,0.0271,-0.0409,0.0413,0.0239,0.0101,0.0099,0.0003,0.1644,0.0296,0.0221,-0.0633,-0.0392,0.0622,-0.0166,-0.0237,0.0880,0.0149,-0.1112
"335,040",-15.4012,-2.6593,0.0282,-0.0459,-0.1457,0.0163,0.0741,0.1992,0.1596,0.0938,-0.0252,-0.1001,0.0457,-0.1978,-0.0906,-0.0104,0.0553,-0.0375,0.0689,0.0074,-0.1975,-0.0090,0.0775,-0.0141,0.0198,-0.0223,-0.1416,0.0735,0.1424,-0.0326,0.0329,-0.2896
"335,041",-46.9698,20.8106,0.2689,0.1131,-0.2836,-0.2831,0.5730,0.5075,-0.0052,-0.1832,-0.0522,0.0183,-0.0567,-0.3180,0.1003,-0.5773,-0.2854,0.2234,-0.9008,-0.0253,0.0012,-0.0740,-0.4630,-0.2238,-0.3231,0.0777,0.0731,-0.0188,0.0515,0.0180,-0.0117,-0.1904
"335,042",-5.6756,-5.1337,-0.0080,-0.0694,-0.0100,0.0894,-0.0623,0.0005,0.0486,0.1085,0.0146,-0.0472,0.0428,-0.0437,0.0355,0.0212,-0.0336,0.0628,0.0100,0.0259,0.0204,-0.0121,0.0145,-0.0175,-0.0017,-0.0104,-0.0200,0.0133,-0.0179,-0.0098,0.0088,-0.0206
"335,043",-2.5457,-11.6017,-0.0366,-0.0794,-0.1631,0.0891,0.0028,0.1266,0.2604,0.1775,0.0015,-0.1775,0.1124,-0.2516,0.0721,0.1844,0.0303,-0.3607,-0.3673,-0.0860,0.0545,0.1139,0.3455,0.3061,0.2348,-0.0174,-0.0093,0.0796,-0.2456,-0.2758,-0.2201,-0.0340
"335,044",11.7519,-14.4546,-0.1003,-0.0160,-0.0894,0.0712,0.0286,0.1435,0.2042,0.1600,-0.0590,-0.2015,0.0123,0.0665,-0.0181,0.0934,0.0789,-0.1637,-0.1945,-0.1460,-0.1657,0.1484,-0.0401,0.1753,0.3084,0.2829,0.1714,0.2327,0.0414,-0.3629,-0.2445,0.0106
"335,045",-15.5514,-23.7195,0.0045,-0.0822,-0.0182,0.1432,-0.0444,0.0383,0.1481,0.2191,0.0587,-0.1322,0.0672,-0.0742,0.0782,0.0748,-0.0187,0.1714,-0.0603,0.0086,0.0613,0.1612,-0.1493,0.3616,-0.0081,0.0047,0.2171,0.1243,-0.1180,0.1186,-0.1744,-0.0645
"335,046",-8.5457,-19.6770,-0.0252,-0.1615,-0.0129,0.1280,-0.0153,0.0382,0.1419,0.1990,0.0177,-0.1971,0.1355,-0.0497,0.0283,0.0332,0.1218,0.0004,-0.2244,-0.0620,0.0086,0.1399,-0.2131,0.1707,0.2659,0.0922,0.2633,0.2380,-0.0227,-0.1032,-0.1752,0.0856
"335,047",2.5083,-10.7905,-0.0322,-0.0921,0.0042,0.1469,-0.1468,0.0113,0.1035,0.2317,-0.1348,-0.0756,0.1140,-0.0086,0.1970,0.0940,-0.0390,0.0568,-0.2289,0.3327,-0.1448,-0.2074,0.2957,-0.1468,0.1685,-0.0595,-0.1619,-0.0083,-0.2119,-0.1049,0.0114,0.0589
"335,048",-28.6751,8.4958,0.2001,-0.0134,-0.0307,-0.1756,0.2183,0.1367,-0.1569,0.1195,0.7658,-0.1388,0.5249,-0.1211,-0.2178,-0.0400,-0.1591,0.1679,-0.0099,-0.1874,-0.1563,0.0310,0.1101,-0.0119,0.0635,0.1067,-0.1674,-0.2234,0.0722,-0.2553,0.6591,-0.4295
"335,050",-6.1642,9.2576,0.1662,-0.0430,0.0300,-0.0737,0.0159,0.0174,-0.0554,0.1331,0.1835,-0.0129,0.1755,0.0257,0.0416,-0.0385,-0.0883,0.1800,0.0846,0.0095,0.0906,0.0301,-0.0821,0.1582,0.1032,-0.1593,-0.0058,0.0112,-0.0934,-0.0113,-0.0059,0.0460
"335,051",-10.0603,-21.6417,-0.1139,-0.1634,-0.0402,0.1204,-0.0027,-0.0668,0.1690,0.2567,0.0444,-0.2392,0.1469,-0.0940,0.0345,0.0603,-0.0074,0.0376,-0.0949,0.0892,-0.0273,-0.0212,-0.1619,-0.0951,0.0648,-0.0724,0.3867,-0.0737,-0.0633,0.1617,0.0035,0.0143
"335,051a",10.7151,-1.2519,-0.2047,-0.0512,-0.1667,0.1527,-0.0514,-0.0174,-0.0381,0.0156,-0.0291,0.0979,0.0143,0.2168,0.0102,0.0992,-0.0369,0.0315,-0.0660,-0.0272,-0.0220,0.1058,-0.0937,-0.1320,-0.0674,0.0399,-0.2511,-0.1237,-0.0286,-0.0854,0.2071,0.0784
"335,052",-14.5206,-21.7394,-0.0239,-0.1170,-0.0476,0.1331,-0.0539,0.0003,0.1712,0.3100,0.2420,-0.2193,0.2704,-0.1215,0.0029,0.0622,0.0653,0.0898,-0.2083,0.0094,0.2142,0.0208,0.0098,0.1551,-0.0391,0.0884,0.1337,0.2016,-0.1155,-0.0448,-0.2125,0.1058
"335,053",-16.8195,-15.7098,-0.0812,-0.1511,-0.0083,0.1612,-0.0258,0.0131,0.2139,0.3049,0.0240,-0.1909,0.1489,-0.1537,0.0495,0.0433,-0.0743,0.0859,-0.0138,-0.0562,-0.0805,0.0208,-0.0882,0.0384,0.0774,-0.1032,0.1713,-0.0680,-0.0593,0.0238,-0.0425,-0.1172
"335,054",-8.0055,-10.8101,-0.0045,-0.0830,-0.0630,0.1318,-0.0884,0.0969,0.1806,0.1860,-0.1161,-0.0778,0.1216,-0.1094,0.1455,0.0751,-0.1267,-0.1355,-0.2982,0.3917,-0.2014,0.0252,0.5476,0.1064,0.2209,-0.2268,-0.2623,-0.0447,-0.4229,-0.1294,-0.0248,0.1218
"335,054a",19.3332,-17.6533,0.0021,-0.0042,-0.0548,0.0791,0.1067,0.2280,0.1407,-0.0517,0.2851,-0.3771,0.1762,-0.1862,-0.0096,0.3761,-0.1823,1.0521,0.7986,-0.1845,0.1435,2.0160,0.5982,-1.6104,-1.0711,0.5869,0.0513,0.1118,0.2254,-0.6017,-0.9932,0.2977
"335,055a",-24.3165,2.5873,-0.0188,-0.2024,-0.0082,0.1963,-0.0893,0.0178,0.1439,0.3665,0.0924,-0.1437,0.2037,-0.2317,0.1313,-0.0042,-0.0017,0.2420,-0.0362,0.0321,0.0709,-0.1979,0.0160,0.4982,0.0339,0.1188,0.2150,0.0827,-0.1648,-0.4975,-0.0859,-0.1607
"335,056",-33.7799,-7.4428,-0.0556,0.0242,-0.2334,-0.0380,0.1237,0.2505,0.2135,-0.0668,-0.1381,-0.1780,-0.0924,0.0490,-0.0523,-0.0992,-0.4404,-0.5715,-0.3049,0.3786,-0.2205,0.3832,0.6048,0.2095,0.1783,-0.2542,-0.1372,-0.1138,-0.2768,-0.0283,-0.0040,0.2561
"335,057",-17.6762,-7.5069,0.0313,-0.0864,-0.0310,0.1075,-0.0449,0.0486,0.1275,0.2263,0.0283,-0.0895,0.1338,-0.1559,0.0706,-0.0136,-0.0641,0.0289,0.0190,-0.0466,-0.0468,0.0553,-0.0070,0.0197,0.0489,-0.0784,0.0818,-0.0607,-0.0184,-0.0152,-0.0069,-0.0559
"335,058",3.4624,-18.1614,-0.1245,-0.1374,-0.0199,0.2370,-0.0665,-0.0151,0.1751,0.2592,0.0236,-0.0850,0.0502,0.0219,0.1612,0.0735,-0.0025,0.3083,-0.1961,0.2382,-0.0093,-0.1315,0.0089,-0.0366,0.1102,0.0420,0.1097,0.1513,-0.1128,0.1517,0.0413,0.0379
"335,059",-31.5221,21.7270,0.1001,0.0243,0.0326,-0.0053,-0.0422,-0.0810,0.1244,0.0583,0.1237,-0.0160,0.0981,-0.0734,0.1571,0.1553,0.3511,-0.5323,-0.2312,-0.4084,0.8194,-0.0512,0.1757,-0.1787,-0.2012,-0.0190,-0.0398,-0.1740,0.1094,0.1447,0.0942,0.0741
"335,060",1.7227,-11.6511,-0.0381,-0.1888,0.0350,0.1330,-0.1462,0.0167,0.0959,0.2785,-0.0793,-0.0754,0.1248,-0.0377,0.1421,0.0793,0.0455,0.0829,-0.2010,0.2023,-0.0846,-0.2103,0.1890,-0.2266,0.1447,-0.0524,-0.0890,-0.0178,-0.0940,-0.0584,0.0293,-0.0562
"335,060a",12.1071,44.8837,0.1301,-0.1930,0.0904,0.0339,-0.2067,-0.1785,0.1033,0.2245,-0.2134,0.0686,0.1264,-0.0213,0.2457,-0.1160,0.0174,0.3799,-0.0321,0.3818,-0.0304,-0.4974,0.4198,-0.0857,0.3287,0.2041,-0.3783,-0.2953,0.8634,0.0050,-0.4701,0.0821
"335,061",38.8214,4.1032,-0.0351,0.0245,0.0198,0.0568,0.0643,0.0976,-0.0502,0.0280,-0.1101,-0.1413,-0.0289,-0.2719,0.0531,0.0985,-0.1129,0.0324,0.1210,-0.5652,-0.3357,-0.2555,-0.2089,0.1192,-0.0487,0.2495,-0.2689,-0.6455,-0.5272,0.4469,-0.5041,-0.3754
"335,062",-7.2674,-14.4695,-0.0283,-0.0981,-0.0159,0.0886,-0.0419,-0.0003,0.1448,0.2080,-0.0140,-0.1545,0.1037,-0.0566,0.0612,0.0987,0.0675,-0.0116,-0.1427,-0.0957,-0.1046,0.0586,-0.1019,0.0209,0.1902,0.0159,0.1471,0.0462,-0.0292,-0.0655,-0.0552,0.0219
"335,063",-32.7184,-0.3716,0.0546,-0.0730,-0.0681,0.1082,-0.1939,0.1605,0.2200,0.0975,-0.0759,-0.1309,0.0758,-0.1279,0.1289,-0.0733,-0.4588,-0.3317,-0.0282,0.2391,-0.0539,0.0818,0.1439,0.0416,0.1558,0.0274,0.1280,0.0881,-0.0468,-0.0961,-0.0931,0.0744
"335,064",-11.2223,-15.6825,0.0132,-0.1219,-0.1578,0.1531,0.1380,0.1494,0.0671,-0.0187,0.0644,-0.0772,0.1218,-0.2058,-0.1053,-0.1047,0.3283,-0.0953,0.2392,0.1811,0.0017,0.0484,-0.2775,0.0709,0.0041,-0.1512,0.2620,-0.0836,-0.1100,-0.0439,-0.1268,-0.0549
"335,065",-2.4339,-14.1978,-0.0231,-0.0721,-0.1084,0.0941,0.0224,0.1246,0.1717,0.2139,0.0064,-0.1807,0.0821,0.0313,-0.0281,-0.0021,0.1179,-0.0986,-0.1491,-0.0770,-0.0935,0.0625,-0.0207,0.2851,0.3524,0.0813,0.2351,0.2173,0.0229,-0.3980,-0.3438,-0.2547
"335,066",-12.6003,-23.6522,-0.0429,-0.1688,-0.0300,0.2280,-0.0985,0.0020,0.2588,0.3961,0.0135,-0.2109,0.2215,-0.1655,0.1071,0.0572,-0.0083,0.2787,-0.1559,0.1154,-0.0190,-0.0399,-0.0924,0.2582,0.1453,-0.0336,0.4552,0.0311,-0.0538,0.1284,-0.1091,0.0167
"335,068",11.6808,-17.3979,-0.0802,-0.0613,0.0715,0.1901,0.0268,-0.2530,0.2203,0.1402,0.4956,0.2390,-0.5826,-0.3841,0.3212,-0.1114,-0.1530,0.0194,0.1050,-0.0378,-0.1533,0.0622,0.1910,0.0914,-0.0231,-0.1080,0.0544,-0.0270,-0.0400,-0.0691,0.1377,-0.1256
"335,069",-14.1016,-17.9177,-0.0287,-0.1380,-0.0488,0.1278,0.0116,0.0402,0.0318,0.2407,0.1450,-0.1977,0.1960,-0.1535,0.0070,-0.0379,-0.0314,0.1447,-0.1635,0.1266,-0.0692,-0.0561,-0.1448,-0.0189,0.0233,-0.0116,0.1799,-0.0327,-0.1213,0.0469,0.0244,-0.0155
"335,069a",-18.5769,-7.4352,0.0093,-0.1478,-0.0632,0.0630,0.0415,0.1158,0.1486,0.2683,0.1943,-0.1831,0.2621,-0.1857,-0.0227,0.0461,0.0206,0.0267,-0.0483,-0.0728,-0.1698,0.0393,0.0401,0.2602,0.2041,0.0731,0.0082,0.0610,-0.0658,-0.4128,0.0927,-0.3244
"339,003",-11.1256,-11.8423,-0.0115,-0.0129,0.0125,0.0313,0.0385,-0.2266,0.1838,0.1226,-0.0152,-0.0637,0.1260,-0.0978,0.0416,0.1118,-0.1226,-0.1948,-0.0623,-0.1744,-0.1922,-0.0131,-0.0325,0.0328,-0.0085,0.0041,-0.0294,0.0654,0.0235,0.0086,-0.2105,-0.3001
"340,001",-15.3399,28.5642,0.2522,0.0023,0.0474,0.0215,-0.2601,-0.0674,0.0426,0.2744,-0.2065,0.2263,0.0592,0.0183,0.2729,-0.2650,0.0705,0.3146,0.1918,0.2639,0.2013,-0.5048,0.1887,0.3130,0.0071,0.4890,-0.2774,-0.2799,0.6309,-0.4789,-0.2567,0.1102
"341,001",30.3679,11.0385,-0.5592,0.1711,0.3277,-0.2080,-0.1179,0.0058,0.0907,-0.0134,0.1620,0.1163,-0.1362,-0.0963,0.0668,-0.0806,0.0447,-0.0298,-0.0545,0.2551,0.0595,0.0515,0.0476,0.0126,-0.0634,-0.0139,0.0145,-0.0631,-0.0545,-0.0887,0.0203,-0.0550
"341,001a",-0.8362,4.9664,-0.0088,0.0515,-0.0368,0.0084,0.1298,0.0617,0.0000,-0.0909,-0.0888,-0.1583,-0.1926,0.0532,-0.0939,-0.1250,-0.0826,0.0810,0.0241,0.0734,0.0838,0.0894,0.1697,0.1400,0.0433,-0.1309,-0.2087,-0.0114,0.0240,0.1842,0.2149,0.0314
"342b,001",-11.4986,-39.7940,-0.2098,-0.2583,0.0254,0.5055,0.0885,0.0340,-0.0974,-0.2162,0.0474,0.3106,0.1027,-0.0053,-0.0375,-0.0210,-0.0547,-0.0325,-0.0421,-0.0023,-0.0034,0.0083,0.0410,0.0544,0.0102,-0.0170,-0.0207,-0.0702,0.0262,-0.0276,-0.0978,0.0165
"343,001",1.0626,24.9034,0.2609,0.0739,0.0578,-0.0583,-0.1512,-0.1367,-0.0579,0.1050,-0.1653,0.2704,-0.0513,0.0925,0.0024,-0.0788,0.0819,0.0772,0.0072,0.0468,0.0946,-0.0672,-0.0038,-0.0154,-0.0860,0.0808,-0.0490,-0.0750,-0.0081,-0.0755,0.0799,-0.0864
"346,001",11.2271,-6.2501,-0.0893,0.0178,-0.0723,0.0542,0.0820,0.1073,0.1159,-0.0447,-0.0682,-0.1604,-0.1794,0.4210,-0.2397,-0.1793,0.1530,-0.2443,-0.1050,-0.0090,-0.0498,0.1491,-0.0787,0.0869,0.1551,0.1196,0.0019,0.0011,0.2172,-0.2368,-0.1091,-0.0167
"350,001",-14.4242,26.0161,0.1301,-0.0519,-0.0220,0.0969,-0.1183,-0.1072,0.1326,0.0561,-0.0898,-0.1151,0.0676,-0.1250,0.0488,-0.2252,0.1547,0.1526,0.1308,0.1605,0.0989,0.1330,-0.3521,0.0048,0.1461,-0.0289,-0.4362,0.3239,-0.0176,0.1779,0.0870,0.3723
"353,001",-22.3414,-15.3085,0.1195,-0.0475,0.0083,0.0545,-0.0904,-0.0241,0.0561,0.2770,0.1159,-0.0666,0.2151,-0.0912,0.0254,-0.0887,-0.1365,0.0194,0.0639,-0.0490,-0.1114,0.1470,0.0373,0.0888,0.0571,-0.0454,0.0989,0.0641,-0.0578,0.0545,-0.2684,-0.2563
"353,002",-35.4867,-9.8256,0.0690,-0.0293,-0.1799,0.0440,-0.0082,0.2804,0.2467,-0.0678,-0.1103,-0.1033,0.0459,-0.2909,0.1420,0.0206,-0.4831,-0.6305,-0.4497,0.5170,-0.3000,0.5348,1.0685,0.4226,0.3260,-0.5698,-0.3682,-0.3053,-0.7521,-0.0367,-0.0286,0.3969
"357,001",-10.5935,-14.3343,-0.1481,-0.0575,-0.1682,0.0413,-0.0489,0.0022,0.1016,0.1898,-0.0610,-0.1443,0.0410,0.0048,0.0144,0.0263,-0.0237,-0.0311,-0.1214,-0.0444,-0.0753,0.1001,0.0516,0.0319,0.0952,-0.0037,0.0496,0.0813,-0.0377,-0.0552,-0.1664,-0.1156
"362,002",-7.3982,10.1373,0.1223,-0.0750,0.0649,-0.0164,-0.1965,0.0048,0.0813,-0.0552,-0.0203,0.0717,-0.0376,0.0282,0.0924,0.0363,0.0255,0.0753,0.0390,-0.0197,0.0399,-0.1348,0.0015,0.0139,-0.0003,-0.0505,-0.0248,-0.0807,-0.1343,0.0238,-0.0310,0.0375
"362,003",-12.4866,18.6046,0.1729,0.0066,0.0396,-0.0238,-0.1076,-0.1119,0.0621,0.0726,-0.0994,0.0569,-0.0220,-0.0099,0.1176,-0.1670,0.0843,0.0718,-0.0092,-0.1277,-0.0722,0.0126,-0.2200,-0.0168,0.1309,0.0024,-0.1015,0.0844,-0.1504,0.1073,0.0470,0.1630
"364,012",15.0826,15.6079,0.0856,0.0457,0.0547,-0.0528,-0.0920,-0.0917,-0.0693,0.0753,-0.0218,0.1104,-0.0200,0.1778,0.0959,0.0153,-0.0813,-0.0007,-0.0379,-0.0562,-0.0184,-0.0965,-0.0984,-0.1481,0.1193,0.0186,-0.0497,0.0199,-0.1312,-0.1932,0.0438,0.2588
"364,019",-46.9824,-4.2074,0.3214,-0.0429,-0.0268,0.0149,-0.6671,0.4049,0.3901,-0.6061,0.1219,-0.2392,-0.0623,-0.1491,-0.1555,0.3484,-0.0620,-0.2043,-0.1855,-0.0907,-0.1163,-0.0190,0.2795,0.1319,0.1405,-0.0720,-0.0781,0.0475,0.1004,0.0077,-0.0523,-0.0213
"364,0036",8.9886,-48.3202,-0.0922,-0.0757,0.2016,0.4681,-0.1745,-0.2384,-1.6254,-0.1606,-0.2867,-0.9869,-0.5275,-0.6575,0.0063,-0.1209,-0.0417,0.0216,-0.0437,-0.0760,0.0171,-0.0518,0.2047,0.0911,-0.0102,0.0642,0.0082,0.0683,0.0748,-0.1398,0.1220,0.0282
"364,044",-5.0466,19.5107,0.1526,0.0351,0.0400,-0.0397,-0.1267,-0.0175,-0.0282,0.0355,-0.0444,0.0955,-0.1051,0.1110,0.0841,-0.0684,0.1311,-0.0021,0.1286,0.0473,0.1688,0.0969,-0.1201,0.0977,-0.1463,-0.0096,-0.0614,-0.3479,-0.0996,0.0520,-0.1241,0.0126
"365,001",-19.7478,-10.8134,-0.1027,-0.0236,-0.0882,0.0235,0.2032,0.1688,0.1771,0.0753,-0.0181,-0.1503,0.0811,-0.1996,0.0248,0.0578,-0.1001,0.1020,0.0401,-0.1555,-0.1258,0.0482,-0.0115,0.1468,0.0374,-0.0035,-0.1224,-0.0866,0.0069,0.1696,-0.1712,-0.2473
"366,025",6.8485,-49.1078,0.0645,0.0358,0.1670,0.1786,-0.1279,-0.1909,-1.5568,-0.1445,-0.1852,-0.9903,-0.5314,-0.5142,0.0046,-0.1222,-0.0092,-0.0652,0.0387,0.0397,0.0866,-0.0159,0.1299,0.1344,0.0056,-0.0307,0.0219,-0.0157,0.0927,-0.1086,0.0561,0.0190
"367,002",-21.0606,3.9753,-0.0143,-0.0927,-0.0636,0.1706,-0.1159,-0.0677,0.0157,0.1622,-0.0275,0.1030,0.1064,-0.1172,0.2388,-0.1106,-0.0726,0.2084,-0.0418,0.1096,0.1352,-0.1136,0.1330,0.1600,-0.0579,0.0140,-0.0977,0.0547,-0.2337,-0.3123,-0.0004,-0.0698
"369,001",-16.9364,1.4854,0.0934,-0.0344,-0.0107,0.0424,-0.0681,0.0676,0.0822,0.1917,0.0589,-0.0277,0.0736,-0.1358,-0.0354,-0.0201,-0.0417,0.0009,0.0211,-0.0620,-0.0695,0.1352,-0.0040,0.0109,0.0193,-0.0652,-0.1586,-0.0311,-0.0150,0.0948,0.1107,-0.0893
"370,012",-6.5092,23.1254,0.1645,0.0056,0.0179,0.0168,-0.1731,0.0152,-0.0168,0.0640,-0.0671,-0.0141,-0.0540,0.0718,0.1052,-0.0911,0.0847,-0.0560,0.0672,0.0885,0.1703,0.2811,-0.2836,0.1032,-0.0251,-0.1146,-0.0934,-0.2182,0.0721,0.1250,-0.0686,0.0544
"375,001",2.6152,26.8074,0.2744,0.0514,0.0564,-0.0968,-0.1601,-0.0684,-0.0897,0.1687,-0.1083,0.2077,-0.0014,0.1134,0.1298,-0.1710,0.0919,0.0475,-0.0142,-0.0381,-0.0787,-0.0854,0.0639,-0.0546,0.0824,0.0395,0.0196,0.0119,0.0796,-0.0839,-0.1391,-0.0421
"375,002",-10.5293,-10.4712,0.0589,-0.0749,0.0221,0.1359,-0.1181,-0.1294,0.0958,0.2191,-0.0701,-0.1407,0.1066,-0.0816,0.0615,-0.0445,0.0456,0.2212,-0.0313,0.0552,-0.0257,0.0622,-0.1167,-0.0191,0.0868,-0.0499,0.2688,0.1178,-0.0362,0.1206,0.1131,0.0335
"375,003",5.2378,18.6756,0.1739,0.0852,-0.0667,-0.1035,0.0473,0.1339,0.0204,0.0108,-0.1602,0.1135,-0.0845,0.0286,0.0016,-0.1192,0.1592,-0.1401,-0.0169,-0.1028,-0.0915,0.1068,0.1368,0.0665,-0.0310,0.1069,0.0196,0.1022,0.1460,0.1364,-0.0241,0.0603
"375,004",22.2717,20.2341,0.2611,0.1029,0.0112,-0.1302,-0.0465,-0.0258,-0.0688,0.1051,-0.1080,0.3410,-0.2310,0.0262,-0.0508,-0.1025,-0.0121,-0.0236,-0.3165,-0.4178,-0.1318,0.0567,-0.1933,-0.1817,0.1667,0.0489,0.0579,0.0489,0.0128,-0.3888,0.0612,0.3585
"375,005",23.9718,29.5545,0.1088,0.1726,0.1226,-0.1403,-0.0411,-0.1106,-0.3079,0.0084,0.0322,0.1628,-0.0326,0.4123,0.1154,0.3005,-0.0451,-0.0401,-0.0399,-0.0172,-0.0585,-0.0415,-0.1130,-0.1947,0.0795,-0.3723,0.2160,0.1937,-0.0402,0.0612,-0.2959,-0.3849
"375,006",5.5143,21.7066,0.2213,0.0296,0.0818,-0.0652,-0.1857,-0.1193,-0.0802,0.1478,-0.1742,0.1917,-0.0420,0.1831,0.1829,-0.0732,0.0893,0.0823,-0.0409,0.0097,-0.0081,-0.1154,-0.0392,-0.1374,0.1141,0.0141,0.0093,0.0379,-0.0767,-0.1684,-0.0483,0.0309
"375,007",-4.3789,20.0061,0.2461,0.0580,-0.0053,-0.0907,-0.0251,0.0809,-0.0885,-0.0384,-0.0278,0.0855,-0.0220,0.0319,0.0768,-0.1927,0.0097,0.0899,-0.2508,-0.0234,0.0494,0.0112,-0.2277,-0.1336,-0.0066,-0.1525,-0.0443,0.1203,0.0558,0.0769,-0.0504,-0.1724
"375,008",-23.6486,17.7270,0.0371,-0.2144,-0.0825,-0.0884,0.1065,0.1089,-0.0388,0.0760,0.3746,-0.1074,0.2395,-0.1101,-0.1922,-0.0577,0.0555,-0.1151,0.0173,0.1005,-0.0797,-0.0117,0.0038,0.1089,-0.0009,0.0245,0.0386,-0.0043,-0.0608,0.0324,-0.0109,0.0736
"375,009",9.6763,26.6667,0.3148,0.1014,0.0614,-0.1502,-0.1534,-0.0306,-0.1176,0.1504,-0.1871,0.3512,-0.1406,0.1003,0.0791,-0.1653,-0.0438,0.0431,-0.1148,-0.2266,-0.0648,-0.0720,-0.0826,-0.2694,0.1514,-0.0233,0.1200,0.0785,-0.0628,-0.2444,0.0474,0.1110
"375,010",20.1588,18.7734,0.1417,0.0879,-0.0023,-0.0942,-0.0687,-0.0247,-0.0233,-0.0519,-0.0276,0.1438,-0.1956,0.2072,0.0519,-0.0504,0.0840,-0.1400,-0.0897,-0.1650,-0.0265,0.2813,-0.2585,0.0130,0.1544,-0.0354,-0.0928,-0.1720,0.1013,-0.2419,0.0319,0.4377
"375,011",-1.5115,10.5885,0.1081,0.0203,-0.0319,0.0164,0.0115,0.0554,0.0370,-0.0064,-0.0755,0.0116,-0.0356,0.0341,0.0482,-0.0659,0.1477,0.0170,0.0681,-0.0370,0.0715,0.1431,-0.1445,0.1066,-0.0021,-0.0132,0.0597,0.0231,0.0349,0.0956,0.0901,0.1077
