id,UMAP1,UMAP2,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9,DM10,DM11,DM12,DM13,DM14,DM15,DM16,DM17,DM18,DM19,DM20,DM21,DM22,DM23,DM24,DM25,DM26,DM27,DM28,DM29,DM30
"323,015",3.3190,22.1865,0.1510,0.0632,-0.1369,-0.0281,0.1935,0.2195,-0.0288,0.0323,-0.1975,0.2488,-0.0900,-0.2271,-0.2479,-0.2187,-0.1230,-0.1602,-0.1009,0.0621,-0.0963,0.0520,0.2451,-0.0625,-0.0595,-0.0197,0.0783,0.0153,0.0864,0.2613,-0.0337,0.0689
"124,008",12.7064,-27.8612,-0.0027,-0.0165,-0.2551,-0.0123,0.2889,0.2456,0.0452,-0.1479,-0.0073,-0.1506,-0.0140,-0.1157,-0.1066,-0.1810,0.4559,-0.1955,0.5150,0.2109,-0.0580,-0.1972,-0.2147,-0.2835,-0.0186,-0.1259,0.1168,-0.0108,-0.1915,-0.1396,-0.0016,0.0504
"461,075",37.6678,5.3099,-0.0101,0.0493,0.0221,0.0029,0.0960,0.0687,-0.0425,-0.0062,-0.1063,-0.0413,-0.0665,-0.1562,0.0619,0.1684,-0.0438,0.0744,0.2339,-0.4733,-0.2625,-0.2588,-0.0216,0.1755,-0.0195,0.1526,-0.2367,-0.5963,-0.4819,0.3612,-0.4226,-0.2364
"437,006",7.2581,13.7007,0.1030,0.0285,0.0999,0.0155,-0.1754,-0.0972,-0.0696,0.0973,-0.1384,0.1516,0.0078,0.1413,0.1086,0.0129,0.0567,0.1359,-0.0021,0.1630,0.0667,-0.2063,0.0565,-0.1134,-0.0464,0.0013,-0.1308,0.0355,-0.0567,-0.0962,-0.0086,-0.0781
"167,019",-3.0948,-9.0104,0.0553,-0.0129,-0.0320,0.0083,-0.0146,0.0302,0.0707,0.1397,0.0433,-0.0238,0.0540,-0.0045,-0.0056,0.0650,-0.0108,-0.1309,-0.0761,-0.0751,-0.1840,0.1079,0.0525,0.1609,0.1429,0.0675,0.0754,0.0771,-0.0344,-0.1199,-0.1541,-0.0673
"217,001",-3.6823,-8.1882,-0.0153,-0.3768,0.1076,0.0002,-0.0899,0.0030,0.0357,0.1738,-0.0819,-0.0658,0.0927,-0.0149,0.1370,0.0334,0.0668,0.1146,-0.1037,0.1013,-0.0454,-0.0719,-0.0095,-0.1867,0.2703,-0.0758,-0.1458,0.0152,-0.0349,-0.0228,0.0297,0.0063
"366,012",34.7842,1.1421,-0.3103,0.1300,0.2142,-0.0625,0.0050,-0.0471,-0.0943,0.0405,-0.1065,-0.1057,-0.0359,0.0745,-0.0125,0.2761,-0.1295,-0.0792,0.0178,-0.4290,-0.3397,-0.1343,-0.1199,-0.0693,-0.0268,0.2363,-0.2096,-0.2634,-0.1318,0.2504,0.0950,0.0249
"225,004",1.4375,1.8109,-0.0456,0.0327,0.0168,0.0344,0.0205,0.0398,0.0833,0.1264,-0.0445,-0.0675,0.0460,0.0581,0.1591,0.1120,-0.1840,0.1320,0.0702,0.0149,0.1570,0.0032,-0.0079,0.1224,-0.0269,0.1024,-0.0083,-0.0002,0.0121,-0.0808,0.1201,0.0280
"461,076",2.0609,-10.0287,-0.0763,-0.0318,-0.0481,0.0690,-0.0389,0.1116,0.1647,0.0951,-0.0863,-0.1566,0.0300,-0.0199,-0.0309,0.0791,0.0970,-0.1083,-0.1599,-0.0869,-0.1762,0.0852,-0.0603,0.0649,0.2549,0.1658,-0.0463,0.2147,0.0664,0.0263,-0.1603,0.0486
"457,009",0.1037,31.1908,0.2557,0.0868,0.0510,-0.0829,-0.1141,-0.0920,-0.0451,0.1517,-0.1265,0.2600,-0.0452,0.0584,0.0531,-0.1706,0.0511,0.0440,0.0838,-0.2196,-0.0869,0.0441,0.1444,0.0507,-0.0797,0.0296,0.2553,0.1283,-0.0765,0.0983,0.1943,-0.0094
"352,001",-25.0761,4.8016,0.2756,-0.0339,0.0245,-0.0543,-0.1960,0.0641,0.0640,0.1909,0.1042,0.0882,0.1125,-0.1806,-0.1119,-0.0652,0.0679,0.1456,0.1197,-0.2354,-0.0480,0.0588,0.1001,0.0252,0.1024,-0.0399,-0.2480,-0.1607,0.1074,-0.1870,0.6620,-0.4678
"434a,016",-14.4773,-44.4951,-0.1975,-0.1489,-0.1121,0.5710,0.1895,0.1474,-0.0444,-0.3144,0.0275,0.3591,0.1400,-0.1143,-0.0158,-0.1105,0.0535,-0.2279,0.0042,-0.1136,-0.0036,0.1001,0.0520,0.0881,0.1955,-0.0006,0.0035,0.0096,0.1032,-0.1970,-0.1702,-0.0115
"335,015",-10.1898,-22.6168,-0.1446,-0.3806,0.0023,0.0623,0.0494,0.0151,0.1385,0.2060,0.0650,-0.1910,0.0680,-0.0311,-0.0266,0.0889,0.1015,0.0108,-0.1147,0.0968,-0.1088,0.0083,-0.3085,0.0383,0.0442,-0.0218,0.4840,0.0427,-0.0361,0.1658,-0.0617,0.0106
"063,006",7.5931,-33.7819,-0.0572,-0.0845,-0.0137,0.2560,-0.0294,0.0244,0.1506,0.1633,-0.0440,-0.0330,0.0928,-0.0688,0.0376,0.0492,-0.0583,0.2439,-0.0243,0.0996,0.1076,0.1457,-0.0277,0.5471,-0.2035,0.0290,0.1704,0.3140,-0.1055,0.2675,0.0814,0.0026
"016,009",-0.2022,52.0387,0.2833,0.1764,0.0985,-0.1847,0.0601,-0.8064,0.0743,-0.3369,-0.0832,0.1008,-0.0123,0.0108,-0.1116,-0.1024,0.1887,-0.2152,0.0041,0.1824,0.0098,0.2205,-0.1410,0.0678,-0.1157,-0.0347,0.0615,-0.1494,0.1021,0.0269,-0.1744,-0.2202
"364,017",14.1502,-29.8262,0.0123,0.0252,-0.3407,-0.0971,0.3762,0.2955,0.0267,-0.1721,-0.0125,-0.1941,-0.0559,-0.0779,-0.1420,-0.2755,0.6225,-0.2409,0.7470,0.3006,-0.0241,-0.3356,-0.1913,-0.2759,-0.0072,-0.0583,0.1576,0.0692,-0.2285,-0.2360,-0.0317,0.1430
"174,004",10.4051,6.3658,-0.1204,0.0192,0.0330,0.0384,0.0987,0.0364,0.0103,-0.0308,0.1742,0.0081,-0.2664,0.0507,0.0586,0.0797,0.0333,0.0179,0.1754,0.1014,-0.0428,0.2813,-0.0488,-0.1991,-0.1377,0.0193,-0.0274,-0.1356,0.0291,-0.0455,0.0350,0.0860
"082,037",2.4589,-32.7166,-0.2447,-0.2364,-0.2959,0.0176,0.2569,0.1221,0.0970,0.0534,-0.0580,-0.4361,-0.2383,0.0216,-0.4797,-0.4273,0.2330,-0.1734,0.4458,0.0364,0.0823,-0.5521,-0.1264,-0.2721,-0.0600,-0.0913,0.0646,-0.1017,-0.5285,0.0254,-0.6348,0.0913
"401,005",-5.1821,-16.0058,-0.0701,-0.0720,0.0014,0.1240,-0.0340,0.0366,0.1399,0.1502,0.0042,-0.1053,0.0651,0.0478,0.0471,0.0794,0.0814,0.0001,-0.1346,-0.1202,-0.0583,0.0497,-0.1560,0.0444,0.2347,0.0355,0.3566,0.0095,-0.1159,-0.1663,-0.1143,0.0039
"082,038",5.8861,-16.3332,-0.1690,-0.1200,-0.0381,0.2734,-0.0237,-0.0333,0.1360,0.1546,0.1732,0.0335,-0.1257,-0.0254,0.1770,0.0488,0.0628,0.1502,-0.1566,0.1987,-0.0003,-0.1337,0.0317,-0.0374,0.0699,0.1038,-0.0083,0.1938,-0.0718,0.0789,0.0298,0.0588
"027,004b",-9.1271,-20.4921,-0.2180,-0.6258,0.0200,-0.0379,0.0672,-0.0068,0.0507,0.0566,0.2137,0.0208,-0.0626,-0.0428,-0.0615,0.0512,0.0625,0.0071,-0.0294,0.1079,-0.0161,0.0458,-0.1989,0.2439,-0.1642,-0.0440,0.2923,0.1306,0.0035,0.2381,0.0312,0.0283
"461,083",4.0654,-44.1994,-0.0046,-0.0286,0.1471,0.2544,-0.1948,-0.1705,-1.0621,-0.0566,-0.2042,-0.7525,-0.3636,-0.3847,0.0510,-0.0699,-0.0282,0.0136,-0.0673,0.0917,0.0805,0.1121,0.1476,0.0439,-0.0457,0.0280,-0.0991,0.0623,0.0865,-0.1307,0.0220,-0.0316
"323,016",-10.1816,-8.8511,0.0386,-0.2129,-0.1108,-0.0560,0.1869,0.2289,0.0941,0.0301,0.0114,-0.0761,0.0464,-0.1821,-0.0912,-0.1574,0.1441,-0.1287,-0.0767,0.0909,-0.0521,0.0749,-0.1153,-0.0168,-0.0468,-0.0722,0.0874,0.0185,0.0654,0.0407,0.0094,-0.1057
"265,001a=437,010a",-3.3698,1.4350,0.0561,0.0145,-0.0349,0.0365,0.0372,0.1188,0.0214,0.0626,-0.0527,-0.1299,-0.0246,-0.0669,0.0051,0.0150,-0.0376,0.2325,0.2281,-0.0971,0.0641,0.2816,0.0921,0.0659,-0.1146,0.1053,-0.1399,0.0323,0.1092,0.1396,-0.1006,-0.0105
"026a,I",-1.5575,-0.5775,-0.0342,-0.0227,-0.0002,0.0415,-0.0115,0.0002,0.0216,0.0368,0.0077,-0.0205,0.0152,-0.0082,0.0091,0.0062,-0.0079,-0.0035,0.0157,0.0156,-0.0090,0.0119,-0.0112,-0.0047,-0.0083,-0.0128,-0.0129,-0.0118,0.0058,-0.0049,0.0069,-0.0021
"293,017",-35.1507,36.9095,0.2858,0.0653,0.0389,-0.2399,0.1351,-0.0675,-0.3718,0.1128,1.0740,-0.0593,0.6148,0.0773,-0.4242,-0.1391,-0.1650,-0.0597,-0.0100,0.0497,-0.0649,-0.2921,0.1797,0.2037,-0.0468,0.2722,0.0103,0.0209,-0.0292,0.0432,-0.0943,0.3723
"293,018",-10.7631,3.9632,0.1553,0.0056,-0.0785,-0.0032,0.0366,0.0399,0.1181,0.0869,-0.0727,0.0365,0.0340,-0.1911,-0.0131,-0.0830,0.1901,-0.0068,0.1980,-0.0179,-0.0954,-0.0141,0.1175,0.2090,0.0421,0.0076,0.0370,-0.0671,0.1136,-0.1253,-0.0451,-0.0695
"293,019",-37.4507,5.4118,0.0783,0.0117,-0.2421,-0.0813,0.1692,0.1882,0.1085,0.1247,-0.1465,-0.0963,0.0051,-0.2674,0.2999,-0.4149,-0.7968,-0.7294,0.6688,0.1721,0.4400,-0.4221,-0.4718,-0.4816,-0.0632,0.1737,0.1947,0.3164,-0.0371,-0.0631,-0.1795,0.0189
"437,011=076,007",-10.9226,1.0327,0.0675,-0.0499,0.0528,0.0741,-0.1329,-0.0402,0.0155,0.1679,0.1192,-0.1590,0.1711,-0.0917,-0.0148,-0.0765,-0.0362,0.3007,0.1075,0.0448,-0.0147,0.2184,0.0279,-0.1450,-0.0294,0.1074,-0.2449,0.1361,0.0110,-0.0655,0.0545,0.1316
"082,039",-0.8653,-5.2977,-0.0402,-0.0154,-0.0636,0.0593,0.0056,0.0622,0.0881,0.1084,-0.0452,-0.1004,0.0487,0.0483,0.0626,0.0294,-0.1006,-0.0752,-0.0806,0.0996,0.0349,-0.0519,0.1440,-0.0321,0.0657,-0.0003,-0.0222,-0.0033,0.0346,-0.0263,-0.0244,0.0291
"082,048",-3.5940,-11.4337,-0.1110,-0.0690,-0.0186,0.2012,-0.0304,0.0022,0.1640,0.1257,-0.0660,-0.1329,0.0322,0.1367,-0.0811,-0.0857,-0.0591,0.0697,0.0047,-0.1511,-0.0769,0.0612,-0.0613,-0.1036,0.0461,-0.0191,-0.0767,-0.1027,-0.0778,0.0167,0.0404,0.0213
"082,041",-0.0992,-16.7608,-0.1483,-0.0676,0.0196,0.1719,-0.0433,-0.0245,0.1199,0.1956,-0.0194,-0.2025,0.0851,0.0819,0.0431,0.1037,0.0493,0.0556,-0.2467,-0.0244,0.0117,0.0048,-0.0631,-0.0127,0.1246,0.1382,0.2164,0.1044,-0.1372,-0.0813,-0.0324,0.0732
"082,042",-23.2573,12.5982,-0.0724,-0.0472,-0.1199,0.0314,0.0919,0.1328,0.1550,0.0973,0.1781,-0.1949,0.1453,-0.0694,-0.0393,0.0698,0.2589,-0.4957,-0.3019,-0.0670,0.2663,0.0746,0.1238,-0.0582,0.0074,0.0708,-0.0826,0.0388,0.1109,-0.0099,-0.0409,0.1169
"082,043",-14.8047,-19.1459,-0.1450,-0.1309,-0.0137,0.3196,-0.0445,-0.0182,0.1343,0.1543,-0.0134,-0.1047,0.1249,-0.0934,0.0370,0.0295,-0.0783,0.1190,-0.0771,0.0324,0.0135,-0.0028,0.0377,0.1268,-0.0032,-0.0074,0.0836,0.1070,-0.0912,-0.0326,-0.0303,-0.1306
"082,044",4.4729,-8.8631,-0.0987,-0.0614,-0.0652,0.1448,0.0232,0.0449,0.0647,0.0589,-0.0493,-0.0266,0.0490,0.0750,0.0655,0.0022,0.0734,-0.1124,-0.1178,0.2015,0.0058,0.0032,0.0831,-0.0721,-0.0627,-0.0449,-0.0434,-0.0438,-0.1135,-0.0321,-0.0355,-0.0575
"082,045",-1.4389,-36.3821,-0.1563,-0.0815,0.0770,0.3515,-0.0722,-0.0947,-0.5127,0.0229,-0.0844,-0.4250,-0.1055,-0.2320,0.0309,0.0303,0.0791,-0.0426,-0.1952,-0.1784,0.2544,-0.0829,0.1290,-0.0536,-0.0036,0.0620,0.0242,0.0407,0.0202,-0.0229,0.0862,0.0655
"082,046",-7.7118,-0.0514,0.0225,-0.0205,-0.0054,0.0985,0.0146,-0.1315,0.1267,0.0542,-0.0233,-0.0987,0.0549,-0.0809,0.0030,-0.0339,0.0395,0.1685,0.1308,0.1183,0.0455,0.1828,-0.1291,0.0503,-0.1152,0.0276,-0.0437,0.0046,-0.0259,0.0341,0.0846,0.0664
"082,047",8.7856,-6.4029,-0.1201,-0.0052,0.0564,0.0750,-0.0819,-0.0457,0.0822,0.1259,-0.1025,-0.0982,0.0332,0.1073,0.1171,0.1292,-0.0716,0.0667,-0.0725,0.1365,-0.0432,-0.1268,0.0251,-0.0554,-0.1022,0.0918,-0.0951,-0.0725,-0.0026,-0.0631,-0.0522,0.0488
"246,019",13.9156,-1.1850,-0.0777,0.0738,-0.0660,-0.0467,0.1371,0.0569,0.0691,-0.0101,-0.1226,-0.0519,-0.0317,0.1006,0.0326,0.0686,-0.0058,-0.1263,-0.1065,0.0373,-0.1550,0.0865,0.0784,0.0101,0.0034,0.1413,-0.0970,0.0768,0.0578,0.0047,-0.0319,0.0572
"082,049",-16.6916,-13.4156,-0.0579,-0.1322,-0.1113,0.2200,0.0964,0.1518,0.1445,0.1302,0.0506,-0.1381,0.1822,-0.1939,-0.0285,-0.0521,0.0927,-0.1008,0.0182,-0.0069,-0.0862,0.1973,-0.1474,0.1204,0.0529,-0.1093,0.0866,0.0613,0.0464,-0.0893,-0.0605,-0.2178
"082,040",5.4939,-14.3950,-0.1933,-0.0799,-0.1138,0.2593,0.1228,0.0915,0.2175,0.0950,-0.0850,-0.2441,-0.0170,0.2134,-0.2500,-0.1541,0.0047,-0.0653,-0.2117,-0.1779,-0.0867,0.0532,0.0554,0.1273,0.2927,0.0954,0.0614,0.1264,0.0620,-0.2121,-0.2083,-0.2312
"156,I",-2.1344,6.3371,0.0462,-0.0204,0.0138,0.0184,-0.0365,0.0052,-0.0043,0.0255,0.0010,0.0174,0.0115,-0.0032,0.0154,-0.0043,-0.0111,0.0044,0.0128,-0.0025,0.0118,0.0205,-0.0135,-0.0071,-0.0031,-0.0289,-0.0269,-0.0216,0.0094,0.0031,0.0095,-0.0082
"009,009",-10.2854,9.8805,0.1060,-0.2074,0.0490,-0.0287,-0.2339,0.0836,0.0985,-0.0509,0.0872,0.0361,-0.0286,0.0047,0.0351,-0.0070,0.0266,-0.0064,0.0232,0.0844,0.0736,-0.1081,-0.0582,0.0913,-0.0728,-0.0249,-0.0441,-0.0994,0.0013,-0.0785,-0.0389,-0.0117
"392,007",23.1182,15.3848,0.1355,0.0156,0.0210,-0.0097,-0.0720,0.0592,0.0574,-0.1352,0.0950,-0.0343,-0.0159,0.0299,0.0942,0.1966,-0.0356,0.2349,0.2395,-0.1211,0.1431,0.4503,0.0033,-0.3536,-0.0729,-0.0275,0.0833,-0.2351,-0.0543,-0.1797,0.0974,0.0767
"154,002",-6.2044,-19.8578,-0.2524,-0.4406,-0.0581,0.0099,0.1024,0.0736,0.0760,0.0350,0.3739,-0.0298,-0.0678,0.0465,-0.1036,0.0521,0.2288,-0.3013,0.0018,0.3473,-0.0512,-0.0316,-0.2342,0.1959,-0.3938,-0.0804,0.2997,-0.0773,-0.0723,0.0975,0.0255,-0.0763
"437,014",-7.2504,30.7029,0.2450,0.0179,0.0375,-0.0148,-0.2000,0.0427,-0.1010,-0.1172,0.0135,0.0586,-0.0900,0.1800,0.0135,-0.1215,0.1527,-0.0456,0.0721,0.2042,0.2322,0.3305,-0.2673,0.2007,-0.0695,-0.1621,-0.2381,-0.3243,0.2030,0.1995,-0.0489,-0.0833
"017,I",-3.1149,19.8956,0.2237,0.0294,-0.0452,-0.0942,-0.0824,0.1841,-0.0317,-0.1567,-0.0436,0.0307,-0.0796,0.0157,-0.0077,-0.2547,0.2100,-0.1917,-0.0568,0.0183,0.0860,0.0915,-0.1622,0.0201,-0.1955,0.0528,-0.0162,-0.2060,0.1071,0.1554,-0.0534,-0.0334
"234,007",-39.4008,12.8460,0.2595,0.1136,-0.2193,-0.2235,0.3181,0.4226,-0.0127,-0.1959,-0.1231,0.0268,-0.0877,-0.2587,0.1026,-0.4771,-0.4811,-0.1891,-0.7248,0.2454,-0.0820,0.1821,0.0607,-0.0838,-0.1924,-0.1320,-0.0193,-0.1493,-0.1605,0.0787,0.0312,0.0759
"437,012",-4.5815,29.6730,0.2915,0.1095,0.0807,-0.1266,-0.1411,-0.0692,-0.2598,-0.1968,0.2231,0.0822,-0.0149,0.3161,-0.0897,-0.0314,0.0904,-0.0914,0.0747,0.2197,0.2441,0.2208,-0.2012,0.1917,-0.0707,-0.1301,-0.1223,-0.3533,0.1753,0.1312,-0.1030,-0.0974
"080,012",-44.6263,18.7502,0.2917,0.1421,-0.1142,-0.2418,0.3090,0.2457,-0.1456,-0.0938,-0.0306,0.1034,-0.1514,-0.1359,0.1204,-0.5053,-0.1161,0.1756,-0.7396,-0.1099,-0.0114,-0.0166,-0.4476,-0.1685,-0.3519,0.1018,0.0827,-0.2877,0.0074,0.0677,-0.1327,-0.2063
"461,097",-17.4607,22.8110,0.1343,0.0279,0.0605,0.0340,-0.2384,-0.0204,0.0392,0.1731,-0.1451,0.1371,-0.0350,0.1632,0.2305,-0.1238,0.0877,0.1931,0.1377,0.1564,0.1555,-0.1680,0.0249,0.3711,-0.2269,0.2928,-0.0895,-0.1277,-0.0330,-0.3031,-0.0468,0.0842
"434a,019",-11.6070,-53.9365,-0.2973,-0.2233,-0.0008,0.9173,0.1713,0.0847,-0.2856,-0.5540,0.0132,0.7311,0.2967,-0.0697,-0.0395,-0.1012,-0.0421,-0.1293,0.0398,-0.2759,0.0005,-0.0182,-0.0384,-0.0567,0.1569,-0.0177,-0.0843,-0.1433,-0.0178,-0.0770,-0.1893,0.2244
"296,001a",3.5490,20.5028,-0.0232,0.0297,0.0610,0.1145,-0.0266,0.0125,-0.0693,-0.0963,0.0460,0.1816,-0.0929,0.2774,0.0278,0.0219,0.1444,-0.1466,0.0416,0.1380,0.0394,0.1984,-0.2111,0.0910,-0.0888,-0.0085,-0.0825,-0.3410,0.1552,0.0405,0.0289,-0.0009
"338,001",-9.1344,-17.1796,-0.1235,-0.3957,0.0173,0.0944,0.1384,0.0146,-0.0835,0.0084,0.6118,0.0704,0.2521,-0.0606,-0.2126,-0.0032,-0.0084,-0.1401,-0.0223,0.0370,-0.0045,-0.1029,-0.0207,0.2132,-0.1987,0.0355,0.1596,-0.0032,-0.0445,0.0877,-0.1114,0.1286
"030,III",5.0808,2.1259,-0.0751,0.0133,0.0186,0.0089,0.0170,-0.0184,0.0156,-0.0016,0.0176,0.0091,-0.0155,0.0466,0.0062,0.0385,-0.0213,-0.0372,0.0201,0.0140,-0.0197,0.0194,-0.0083,-0.0081,-0.0298,-0.0272,-0.0054,-0.0320,0.0153,-0.0006,0.0015,-0.0270
"047,006",24.1320,-11.7860,-0.0294,0.0065,0.0780,0.0539,-0.1456,-0.1068,0.0169,-0.0235,-0.1304,0.0849,-0.0044,0.2262,0.1235,0.1473,0.0492,0.0635,-0.1226,0.2498,0.0688,-0.2268,0.1334,-0.1904,-0.1470,0.1029,-0.1487,0.0953,-0.1458,-0.0456,0.0565,-0.1036
"030,II",4.6586,2.4120,-0.0473,0.0023,0.0143,0.0184,-0.0108,-0.0228,-0.0031,-0.0008,-0.0055,0.0135,-0.0234,0.0867,0.0015,0.0440,0.0037,0.0023,0.0069,0.0449,0.0078,0.0163,-0.0149,-0.0265,-0.0326,-0.0234,-0.0163,-0.0333,0.0127,0.0148,0.0200,-0.0017
"244,001",-17.3890,27.9850,-0.0137,-0.0345,0.0770,0.0313,-0.1631,-0.0250,0.1257,-0.1001,0.0248,-0.1460,-0.0667,0.0148,-0.0514,-0.0177,-0.0153,0.1118,0.0338,-0.1773,-0.0723,0.0148,-0.1801,-0.0873,0.2371,-0.1877,-0.5461,0.3067,-0.0390,0.4246,0.0287,0.1820
"047,007",28.5874,-9.7342,-0.1665,0.1462,0.1318,0.0121,-0.0257,0.0402,-0.1464,-0.0365,-0.1225,0.1651,-0.0891,0.4827,-0.0068,0.3220,0.0329,0.0404,-0.0041,0.5135,0.1301,-0.0330,-0.0374,0.0051,-0.3000,0.0661,-0.2013,0.0580,-0.0373,0.2203,0.1560,-0.2696
"461,092",-6.1244,12.7045,-0.0293,-0.0375,0.0453,0.0549,0.0173,0.0355,0.0516,0.0615,0.1302,0.1802,-0.3473,0.0464,-0.0706,0.0524,0.1657,-0.0739,0.1360,0.0236,0.1206,-0.0149,-0.2434,0.2027,-0.2413,0.0156,-0.0897,-0.4796,-0.2202,0.2449,-0.2607,0.0662
"437,013",22.3979,29.0708,0.2191,0.1596,0.0436,-0.1848,0.0600,-0.0805,-0.3134,-0.0774,0.0911,0.1349,-0.0398,0.3218,0.0224,0.1355,0.0472,-0.0162,0.1767,0.1035,0.1291,0.0603,0.0829,-0.0409,0.1484,-0.3143,0.1784,0.0452,-0.0212,0.1446,-0.2325,-0.4163
"356,002",-17.0197,12.8633,0.1049,-0.0020,-0.0370,-0.0117,0.0166,0.0702,0.0316,0.0491,0.0208,-0.0132,0.0076,-0.0608,0.0742,-0.0354,0.2341,-0.1178,-0.0374,-0.1045,0.2397,0.0009,-0.0225,-0.1689,-0.0334,-0.1269,-0.0737,-0.0280,0.0873,0.0535,0.0795,-0.0120
"259,001a",-14.4183,-9.8795,-0.1605,-0.1628,-0.1296,0.1783,-0.0368,0.0073,0.1394,0.1784,0.1027,-0.0927,0.1704,-0.1614,0.0479,0.1283,0.0779,-0.1035,-0.2150,-0.1487,0.1786,-0.0188,0.1579,-0.0057,0.0970,-0.0450,0.0625,0.0286,0.0424,0.0361,-0.0451,-0.0623
"364,018",-40.3694,5.9880,0.1289,0.0492,-0.0549,-0.0369,-0.0155,0.1083,0.1371,0.2320,-0.2151,-0.0581,0.0546,-0.1935,0.6256,-0.2785,-1.6694,-1.1743,0.8440,0.2344,0.6617,-0.2205,-0.5103,-0.3895,0.1535,0.3149,0.1602,0.5161,0.3488,0.0144,0.0257,-0.0457
"461,100",13.3818,11.4929,-0.0464,-0.0659,-0.0496,-0.1498,-0.0292,-0.0853,-0.0776,0.0345,-0.0800,0.0752,0.0155,0.2087,0.1849,0.2389,-0.0852,0.2697,0.0183,0.0765,0.1262,-0.0902,0.0864,-0.0959,0.1153,-0.0617,-0.0322,0.0257,-0.1627,-0.1201,0.2055,-0.0823
"281,003",-4.1754,21.0771,0.2143,-0.0121,0.0547,-0.0477,-0.1957,-0.0880,-0.0379,0.1136,-0.1626,0.1380,-0.0026,0.1339,0.1617,-0.1261,0.1235,0.1252,0.0379,0.1112,0.0130,-0.1542,0.0046,-0.1170,0.2300,0.0393,-0.1304,-0.0386,0.1362,-0.0766,-0.1351,0.1388
"226,002",20.1402,10.9967,-0.1603,-0.1295,-0.0249,0.1663,0.0757,-0.0065,0.1358,0.1585,0.0497,-0.1679,0.1013,-0.0687,0.0506,0.1245,-0.0889,0.1650,0.1230,0.0047,-0.0215,0.2362,-0.0805,-0.2847,-0.1157,-0.0361,0.2869,-0.2009,-0.2333,-0.0090,-0.0145,-0.0235
"066,002",-11.6304,-18.0412,-0.0984,-0.0969,-0.0247,0.1981,-0.0448,0.0042,0.1068,0.1445,-0.0009,-0.1799,0.0182,-0.0283,-0.0022,0.0003,-0.1112,0.0759,-0.0304,0.0422,0.0445,0.0477,0.0437,0.1456,-0.0558,-0.0197,0.0285,0.0431,-0.0284,0.0755,0.0433,-0.0592
"076,008",-5.7350,6.5353,0.1460,0.0057,-0.0124,-0.0487,-0.0253,0.0353,-0.0234,0.1333,-0.0025,-0.0208,0.0683,0.0078,0.0646,-0.0517,0.0980,-0.0099,-0.0316,-0.0243,-0.1574,0.0985,0.0360,-0.0441,0.1748,-0.0138,0.0224,0.0205,0.0612,-0.0586,-0.0415,-0.1815
"080,013",37.5386,4.1617,-0.0721,0.0315,-0.0208,0.0479,0.1686,0.1589,0.0081,-0.0078,-0.0919,-0.1106,-0.0350,-0.2050,0.0690,0.1925,-0.0547,0.1077,0.2637,-0.4682,-0.2824,-0.2367,-0.0583,0.2056,-0.0342,0.1514,-0.3122,-0.5994,-0.5209,0.4992,-0.5385,-0.3448
"392,012",-34.8640,14.3950,0.1586,0.0771,-0.0411,-0.0799,0.1948,0.0835,-0.0730,0.0305,0.0046,-0.0234,0.0037,-0.1421,0.0700,-0.2029,-0.2083,0.2241,-0.2607,-0.1692,0.0312,0.0415,-0.2401,-0.0415,-0.2176,0.0751,0.1254,0.0450,-0.0079,0.0504,0.1584,-0.1104
"249,002=367,001",-12.6821,30.8089,-0.0714,0.0281,0.1522,-0.0180,-0.0921,-0.4028,0.2286,0.0150,-0.0953,-0.1346,0.0719,-0.0226,-0.0786,-0.1206,0.0759,0.1888,-0.1270,0.0190,-0.0703,0.0830,-0.2107,-0.0867,0.1883,-0.0415,-0.2003,0.5153,-0.1574,0.2791,0.1186,0.2624
"070,B.C.",-19.3810,4.7302,0.0819,-0.0101,0.0363,0.0460,-0.0405,-0.1631,0.1208,0.1476,0.0578,0.0721,-0.0981,-0.2414,0.2458,-0.0921,-0.2271,-0.0602,0.0933,-0.0038,-0.0946,0.1237,0.2355,0.0865,-0.0519,-0.2398,0.0337,-0.1601,-0.1769,-0.1209,0.1560,-0.0236
"461,101",25.1342,-10.8114,-0.1512,0.0372,0.0124,0.0819,-0.0466,0.0318,-0.0585,0.0679,-0.0503,0.0693,0.0357,0.3552,0.0807,0.2718,-0.0641,0.0542,-0.0347,0.3229,-0.0182,0.0682,0.0246,-0.2380,-0.2978,0.0479,-0.3917,-0.0933,-0.1753,0.0435,0.3858,-0.1674
"070,018",14.2667,38.0326,0.1366,0.2444,-0.0293,-0.2972,0.4467,-0.0865,-0.0936,-0.3213,0.0635,0.0625,-0.0699,0.1462,0.1895,0.4943,-0.1728,0.3065,0.2490,-0.2820,0.2586,-0.0729,0.0975,0.1890,0.5034,-0.2429,0.2841,-0.0187,-0.1051,-0.1185,0.1164,0.0510
"030,012",-26.8002,31.0494,0.0929,0.1087,0.0947,-0.1547,0.0417,-0.0656,-0.3054,0.0358,0.5587,-0.0119,0.2743,0.2779,-0.1698,0.0928,-0.0987,-0.0265,-0.0765,0.1749,-0.0095,-0.1461,0.0174,-0.0203,-0.0310,0.0616,-0.0640,0.1008,-0.0570,0.0547,-0.0395,0.0775
