id,poet_1,poet_2,poet_3,poet_4,UMAP1,UMAP2,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,PCA26,PCA27,PCA28,PCA29,PCA30,PCA31,PCA32,PCA33,PCA34,PCA35,PCA36,PCA37,PCA38,PCA39,PCA40,PCA41,PCA42,PCA43,PCA44,PCA45,PCA46,PCA47,PCA48,PCA49,PCA50,PCA51,PCA52,PCA53,PCA54,PCA55,PCA56,PCA57,PCA58,PCA59,PCA60,PCA61,PCA62,PCA63,PCA64,PCA65,PCA66,PCA67,PCA68,PCA69,PCA70,PCA71,PCA72,PCA73,PCA74,PCA75,PCA76,PCA77,PCA78,PCA79,PCA80,PCA81,PCA82,PCA83,PCA84,PCA85,PCA86,PCA87,PCA88,PCA89,PCA90,PCA91,PCA92,PCA93,PCA94,PCA95,PCA96,PCA97,PCA98,PCA99,PCA100
"001,001",001,,,,5.543281,26.824873,-0.05891586328487815,-0.23310016693301766,-0.410539895100106,-0.08267371410063044,0.13703601369597504,0.37945525809247477,0.5664406529306198,-0.08803106795783586,-0.3840553039337979,-0.26043891674302955,0.24370821627959818,-0.29816477391996016,0.03304106301100081,-0.16440351998947178,-0.1419226934666957,0.07546370115372708,-0.18856934046894158,-0.26613650198598243,-0.022558596294491255,0.30158302853066227,-0.07913778782401505,0.4332238312527866,0.027253147643903994,0.2966000531085924,-0.11688646641833844,-0.09158644841562764,0.2514762993025373,0.06750789514834821,0.2329119015995719,-0.12290422429820404,-0.33119858022900817,-0.24318708583025148,-0.17119790789892048,-0.37717703640485684,0.053808183542296745,-0.3340981849503331,0.19228548016570834,-0.19125620618974723,0.0811623922306085,0.02227253087764644,0.29212186634237436,0.12006392977953256,0.3206889847260074,-0.10367566136084394,-0.4773294469584398,-0.2723273242081092,-0.0677747709249767,0.04316578770977296,0.27167559162062377,-0.13982436049759614,0.19285834805178512,-0.05647882925980628,0.23471643414312407,-0.09919706441131745,0.0969406000778132,-0.003978786860473174,0.116864681765138,-0.22023752484903011,0.12070714715026148,0.3550090845376519,-0.11186306952859117,-0.24828972834554613,0.22081586721941507,0.31042948142516336,-0.011427070436544852,-0.11654468914360654,0.23377721920548292,-0.20864817572229907,-0.2648514096115743,0.02890218035840265,0.37906836040619335,0.0923358152335835,0.019340297142021835,-0.006939841395508818,-0.04593669619768539,-0.15759523609991752,-0.24652137973122495,-0.08703978474466086,0.13986308828467883,0.030154041099078092,0.09679663827912242,-0.031042748738424282,0.04522634968451365,0.19005666315982658,-0.10246114839606692,0.2838265419738472,0.11839999860824865,0.17611083490289023,-0.06995870788310234,-0.07635629052317586,0.15087204097122495,0.1071795817058236,0.22948583931835917,0.2761894981464267,0.13220491994958317,-0.3752617240548654,-0.0885287191510335,-0.39189150021448466,-0.04226429969691556,0.017689826526076327
"002,001",002,,,,-6.208744,27.217474,-0.15359825087675874,-0.030479554654158938,-0.29656823819615763,0.2427547917250031,0.39067502797305403,-0.13845161342995066,0.1142193598462887,0.25778284840891413,0.13189147210342902,0.022001681901635733,-0.0017696062909457486,-0.10933924392324121,0.4429503083080755,0.3431878712207394,-0.19109676764084566,0.4060781578087598,0.15512015142669333,0.4622533928654691,-0.11965040369636186,-0.24524517422645267,0.36032064824757964,0.1468054522794218,-0.49506624972172686,0.12945214621915097,-0.038945571278359695,0.04081799714223732,0.13067708049057583,-0.21988515721231075,-0.32544556229248806,0.10540907485292111,0.21231761058517232,-0.1312705465454495,-0.3038534477792853,-0.2208890668721212,-0.2743258237098502,0.39144823335029244,-0.022693209146812943,-0.07245853470790249,0.8833667935780296,0.14328623710852922,0.2872882186404149,0.1622006484762453,0.45476042229192987,0.06152690207329902,0.2918628067990834,0.22151571835537162,-0.6987128959931964,-0.2305146867578409,0.032486248255692726,-0.24643846617432147,-0.23565290846964032,-0.17095912054295523,-0.47119729660470333,0.04793090714309235,0.17596465336012904,-0.0510538400701476,-0.08394732612415091,0.15608327314544665,-0.03875109883566227,-0.05441856240686273,0.03791047939144054,0.2338711539751141,0.6458749837339537,0.08267045591504621,0.24339688640579138,0.2944040214454247,-0.7915622588860528,-0.6250612721810356,-0.2029745763188986,-0.13151567524860494,0.5312723328898737,-0.1481004244217729,-0.657446944083339,0.2592890287786844,-0.076251363517589,0.23531655024030312,-0.007471352705170617,-0.06321110283333882,-0.4515089034330229,-0.05653102205985709,0.08064957516997828,0.05965486763171539,-0.07894476375416641,0.3042797922296011,-0.5668408825082232,-0.47724498071500515,0.16937493738461246,0.19646074778158723,-0.1579998560146141,-0.09077612749621435,0.3509367418154055,0.0632455287079316,0.18719817276833267,-0.32216720362900975,-0.11182185305999075,-0.5908921736285253,0.38843140795833914,0.05807596203924147,0.09237632627669397,0.22509197197090924
"003,001",003,,,,29.271866,16.04721,0.47010999766050804,-0.16614634395767278,-0.3135744006632846,-0.5499015696784284,-0.04531540428803465,-0.1373226278330445,0.21407977622156055,0.19086652365769258,0.16576431960862412,0.4262200708422062,0.29846844222643787,-0.13498073022939797,-0.20117085443579039,-0.18434679384635724,-0.03459187500540164,-0.31444347348888596,-0.22201086441228882,-0.3286156771211196,0.09445605182665544,-0.21914424185605816,0.10785550610806753,-0.26656741790315847,0.11704474656021717,0.033245438012187094,0.11418361992896399,0.17869520338296324,0.2015915865308029,0.1034414678558889,-0.07742834457377047,0.07787086803766508,-0.214164220271827,-0.10142215154688966,-0.011530638563660439,0.05648623552814209,0.052368409192685775,0.1185203230897404,0.01471165682019546,0.09628082638275265,0.11433773253033316,-0.01611242015788322,-0.07575871905289265,-0.028829126791678764,-0.05046830633370303,0.049861125322156044,-0.07689477793596859,0.2384865987289561,-0.08650545827386338,0.14029318955404585,-0.15240933943019372,-0.06417852889263491,0.11613805622734993,-0.16107843341659936,0.03997332526646722,0.07909320977812145,-0.057075395900031224,-0.01142933254120832,-0.19630660779055964,-0.24835330424582697,0.2922152378622869,0.1424658251200778,-0.04622266136244916,0.09143156480711416,0.016454705335238438,-0.09413128793804014,-0.047146082372456516,-0.02937188651756628,0.07723444860926615,-0.08187938652647427,0.048781920071750466,0.13927967916237913,0.14864819761058418,0.020386324210121022,-0.04463654394067532,0.09580349759954504,-0.22353717298471448,0.18112041327995365,-0.1425183642532138,-0.1275389466572111,-0.005170502847242185,0.16763752174772115,-0.1809923112883955,-0.22023133486090762,0.01654476399221744,0.1300718408545123,0.06508431407571827,0.043384079871806605,0.07398514822962071,-0.005154796331131562,-0.03474210759054863,0.08727987650641937,0.042002477929261435,-0.02950445533726828,0.07859936376444177,0.09822732536520525,-0.03796319415409969,-0.14643741812279687,-0.08863445392220828,-0.13330474595071218,-0.0710015914388126,-0.15362443075989018
"003,002",003,,,,20.450651,22.01255,0.3554264410695563,-0.3384140717791432,-0.30093632832497075,-0.2426030130748102,-0.5790230114711518,0.14174970066246467,-0.035526938083110075,0.05075997716944632,-0.05497051193705872,-0.03716788469763688,0.06204998476175139,0.08800444824682942,-0.006314260145830043,-0.09829380185631,-0.03196124686324843,0.15543523234907552,0.1657989929805072,0.035712422433503345,-0.09234078629861667,0.03965233778844982,0.009520627350426364,0.0728447606875461,-0.06383052087175325,0.1475894599908891,-0.11045089658993917,-0.13946067383479208,-0.0104298234763636,-0.1506333004207084,0.037215310063067414,0.08874068527588559,-0.09232581465848609,0.00016397564724276412,-0.21249289720265113,-0.14971048460550979,0.09570435039890021,-0.09948624601327208,-0.025209736783871933,0.04397855249026477,-0.12607510294990773,-0.07637780824463253,-0.13941433790512497,0.08803224119575695,0.2955618913917144,0.27258550535926657,0.00798353421874503,0.0443803500769717,-0.12882796943860853,-0.15312359124885228,-0.07252207356192279,-0.23243183547043528,0.19380842878036195,0.04828489605054386,-0.03294360192079047,0.016841102333760672,0.12003635325884457,-0.09698158211215471,0.1887394219077666,-0.09800915977012042,0.05833330061973621,0.08636808856827112,0.11621101418459256,-0.10113525724689147,0.12424635379954672,-0.08028331980165526,0.1463086438503641,-0.01048098896067294,0.34230280498558285,0.044050201124557195,-0.006109874864696331,0.367314529046049,-0.15204902150394384,-0.06546023581123744,0.1111926278060391,0.07969391634643458,0.01630424924467522,-0.10303867270831771,-0.2170954579943436,-0.13855907103255763,0.06797519676691949,-0.07500519478825461,0.0017155613340733903,0.024561570346684818,0.0006922908712697723,-0.09281264134664155,-0.24163100666808837,-0.09647220931376968,0.020063088607519187,0.24065603270601874,0.14691423120242514,0.27500817132366256,-0.16204050674363382,0.14766564275582242,-0.1615907183874191,0.11748325487451651,0.07982876910445486,0.1380383884789758,0.058269484565972876,0.028022419184196328,0.05612613819938708,-0.048036214740270956
"003,004",003,,,,10.317382,7.3590684,0.5765779931757624,-0.3518680362792867,0.365385433587209,-0.05426652404715467,0.17786795200172495,-0.14008323447840515,0.1219572138761039,-0.09836747578505128,-0.20113643446682816,0.047438976397047916,-0.4776507042897311,0.2941710052388261,0.29497781077534335,0.14164355583949598,0.04881444056613764,-0.15588150212674917,-0.034754767650430396,0.13489494089446044,0.029248099078598495,0.11747016830855433,-0.3989601815231356,0.2543434246309019,0.13447231227802797,0.1144402436914307,0.10826996684363517,0.12472145599443811,0.11529845481559232,0.09997717450198729,0.00015261726470546373,-0.13252236538441015,0.022864928823314454,0.01568657379176295,-0.11975411902517902,-0.1005277333700619,0.11153718586297982,-0.05857567202163441,0.015692589024168493,0.015071726038878009,-0.04173684604881485,0.06934807085994381,-0.05483803492768277,-0.05340167183308999,-0.07489970873556077,0.10639914005754286,-0.09889197712868499,-0.12366165954881042,0.0026819897002818014,0.06747289591439118,0.07736964502355531,0.07469712023324053,0.05824666146940609,-0.1254343871536065,-0.14508503979446852,-0.16342950748803406,-0.16427870959225083,0.1503925746624202,-0.12020682924946727,-0.13927501191784955,-0.17090913718771036,0.06018959366587544,-0.2295778100580166,0.12616548086942694,0.16261369115875,-0.16227643895171084,0.08560589466854443,-0.04447587590684021,-0.015866748983018514,-0.1365741359022126,-0.045870346815312144,-0.23207894451218117,0.1255075789049621,-0.003994607171335045,-0.0061089980906250275,-0.17728724358465212,0.16965955412682765,0.08948338402667255,-0.2065800430794853,-0.12964236960138903,-0.16401488984468526,-0.045658173104167775,-0.05662272635443418,-0.16099778004168794,-0.07004704247225198,-0.05424554599380729,-0.01722691330347416,-0.13085061440246337,0.060273763925002034,0.07332507353927754,0.15211898443973024,-0.1312404035642938,-0.10611667693007654,0.14057954607201834,0.010540402128247648,0.1981870454451156,0.0635174289489505,-0.08682451760238945,0.12984077920112788,0.07460027580640519,0.12072199411409455,0.17166011201041595
"006,001",006,,,,1.1155268,16.23547,-0.07935653539764745,-0.2329354852782119,0.3554002799036025,-0.11773941354460593,-0.6314267493633616,0.21363032686327152,0.08366611858159384,0.5371421690736772,-0.3062370001748583,1.1522832171420727,-0.003915635426964056,-0.08616491899945682,-0.17699241455376624,0.37684821329446255,0.45220367720562127,-0.14937489502211607,-0.30365601661479774,-0.2620472957193718,-0.09642217181902621,0.23056878828437236,0.34894012764285304,-0.2932313134026649,0.07653644265388615,-0.7389272723846567,0.2952073608211402,0.17488326863051082,0.36346182898775387,-0.2696445587309656,0.39837630616441944,0.3295318573201694,-0.019801911588715825,0.6648482388060767,0.014046000876105774,-0.049881722538472666,0.16475983613933648,0.3421625392817605,-0.3124050275603487,-0.28427915387348945,0.36304213383471473,0.03987282370812628,-0.13078509010993544,-0.7274757398840833,0.25609418323862454,0.1876287476955454,0.13956263429176644,0.07386269843778301,0.7819719251145424,0.7373223564596084,-0.05216014903500875,-0.4084708590613514,0.13791762745419398,0.17276962606738286,0.3480731438165449,0.17216634646544676,-0.15122573942654305,-0.7545717621735056,-0.006774018214048581,0.22156480296654352,0.272952352441864,-0.15256569935804057,0.4014875379429776,-0.27286705420558754,-0.19565570512778438,-0.597477776549293,0.5416513023778208,-0.43996667775421844,0.5809309676724752,1.05577577121616,0.4107886755804614,0.40014782892798695,0.3093823444291534,-0.35000096396923,-0.5846923953757291,0.044026019630845584,0.3882306408744341,0.5078374174880338,-0.1387643554265764,0.3984468443174583,-0.05728795082893697,-0.1310376148830047,-0.6324254652683221,-0.14779318332938127,0.2587301142716097,0.39038002664530475,0.4384044223697648,-0.3985486345020908,-0.015135991395670312,0.29107615112867113,0.5231929755317974,0.3654644270003312,-0.29583163801111,0.04508436611080335,0.7059120438266124,-0.19677686834551011,-0.5423971058089515,-0.37320281421734597,-0.2326157823472323,0.20700422758206288,0.7613642772412856,0.053956951463005214
"008,001",008,,,,-4.3602233,0.3476133,-0.2872501010634268,0.29687222836833216,0.13998743802395944,0.13391706117712798,-0.23992568777161732,-0.3482652589501946,0.4434431715788548,0.19255747251643393,-0.26039154703279727,-0.31740721573580877,0.34902334529196977,0.267695732695178,-0.031233322466641584,0.1198820721751048,0.12251966102705422,-0.22512491834248755,-0.051690154293237256,0.06402667632657794,0.03355497021175272,0.24843004571001528,0.25585555720630404,0.10914545569445944,0.044293859869650856,0.17071754451064988,0.10591566549456999,-0.21194303625699293,-0.18344786218359516,-0.03739709467997981,-0.11851766902854527,-0.3196286642027538,-0.004784348738682986,-0.10652885663711252,-0.16308633736573883,-0.023472450935170266,0.047772841918834456,0.07807411255326437,0.1187076272728907,0.09981472979586266,-0.07060316210593831,-0.23493512117494522,-0.06391845652303328,0.2886779773314567,-0.1853074879231698,0.11055834045352898,0.06885115902761228,-0.15456343389030475,-0.06336616768079524,0.12817081380639128,0.04435049985208497,-0.17441818566980458,-0.2391598481978518,-0.32018210270621633,0.12233444329215135,-0.17066486650978324,-0.009796758527374926,-0.08393073788750997,0.030381599891850884,0.010326389813167013,-0.01839007003227349,-0.006397475292004372,0.1000474071654044,-0.14110975259112818,-0.14272913013882715,-0.09400519156842331,-0.09812682505189389,-0.02658942312585929,-0.06039589901890051,0.0343230534251358,-0.13203553936654974,-0.01637137237400577,0.1306056315282692,0.03621270192815607,-0.22950563422326484,-0.0047209329770950895,-0.11773498441889352,-0.09723612133041834,0.22367155072745246,0.01721525405316235,0.16975381132995568,0.153161712059856,-0.0915689296974471,0.11060381501039132,-0.2846593091868343,-0.25412241198900526,-0.0037320558008030356,0.19284147507202812,-0.1553561422305699,-0.17709805501543027,0.02104882464620434,-0.11966996395698239,0.14979169004162982,-0.1039123734342942,-0.12214589759633727,0.018662528017032547,-0.19555251103669927,-0.061955310597633706,-0.1169118850160731,-0.0423050405686367,-0.06615621476397089,-0.09233158230352354
"010,007",010,,,,15.332069,25.848682,0.36388261520625825,0.0059865755319324305,-0.3340213492103685,0.24694771559019443,0.07808123195811664,0.284162750572761,-0.006157903941364368,0.12883693064393548,-0.4223286440229179,-0.15032686228713654,-0.23101112357986792,-0.012560606117511662,-0.20887420981643826,0.15347639658619824,-0.10782109274159347,-0.10768146664715585,0.29316083168442575,0.07287009326281285,0.22523044701785977,0.0005224993742777638,-0.2776484135487453,-0.14225161359701566,-0.018330155001049436,0.05636481992246554,-0.3335820720493053,0.04976468997483619,-0.00862946920195052,-0.15004460271642883,-0.2006919424808276,0.04323424403238719,0.09177513580710887,-0.11033527674565048,0.14933959568893443,0.01641157989737596,-0.055583996886791734,-0.13905965306459947,0.16037634366640688,0.04265535270623725,-0.24260860305545784,-0.0849027657279071,0.11675314862518033,0.24892234747171074,0.1477528613347437,0.09209412428891676,0.060113279569901354,0.054559527427041656,-0.12262108505115511,0.003181987675740206,-0.11040624933425362,-0.15472919260101464,0.1322718268749128,-0.13683286900717642,-0.14753174082171888,-0.028246499962816005,0.07588677600660934,0.0046552535420352524,-0.048667335840662816,0.03518066946360474,-0.009630410091858657,-0.0566509989959619,0.07753086247624857,0.09095181582573474,-0.020042388058933103,-0.03805127784577087,-0.0660155572457218,-0.07502488565862866,0.15491979668142797,0.11037880000446672,0.2154281207815292,0.25617503322452967,-0.006549929503165938,-0.17016663792710968,-0.08961242954821515,-0.017451944384930973,0.13921566699753404,-0.1126848179227796,-0.01112049177521527,-0.18803902661844923,-0.08101810357383583,0.03885062983560096,-0.15343613606449782,0.023215387489701086,0.09367021646048346,-0.04021635668643411,0.05582219284702338,-0.3516425357704268,-0.21357795280507497,0.03746166624839517,0.05668215235218344,-0.11250761375680099,-0.121040841486713,0.0583023519391048,-0.011003675943104241,-0.16306529875299297,0.0581698716987972,0.007826158715515612,-0.029413093776885096,0.033048128102897936,0.020749609190036128,0.09324026018603038
"010,009",010,,,,-24.382998,11.64187,-0.5790780024482041,-0.13132214981619472,-0.4574164377507938,-0.7552731100227859,0.34613539772367513,-0.3585009940789588,-0.00578385906884429,-0.0590812524415947,0.277875922411603,-0.33292163698671834,-0.13035358902833602,-0.19176079390435188,0.10730407350108652,-0.29175122723636054,-0.7014780302836026,-0.38447442363196654,-0.5595311894244521,0.17152163032651294,0.05942523507817052,0.21989534910427844,-0.3694910714795499,0.12888636193624062,0.3694494921019008,-0.6415938476983314,-0.32437220110627246,-0.13613417488971497,0.23997175103742993,-0.287054310720037,0.06735361742395563,0.07734301534971758,-0.0822189792590688,0.19251290665805817,-0.18072873202234124,-0.19126813168316775,-0.13869110178617214,0.2388875410806505,-0.6053306279360863,-0.37952612740078184,-0.3372749077539264,0.19565053309055888,0.14670766528749846,0.11413532723737042,0.01968423488422494,-0.22744561619898856,0.2391199964240288,-0.2741387516299563,0.11324413405039518,0.614725680297632,-0.1626856849175453,-0.06656110490490125,0.32076608521972527,-0.09264726583448225,-0.4527574770317955,0.2978084233376974,0.036483796462206584,-0.1710065430099634,0.12747176849866396,-0.10419386341333498,0.5223636978632701,-0.6023923536906584,0.03588273557787386,-0.47926363189572024,0.40908350654065145,0.26583803042703424,-0.5247028899495589,-0.04545759963481999,-0.074172087818552,-0.16164881250598814,0.07743149091265794,-0.3033197163643249,-0.2510265129418595,-0.2403368440631939,-0.00840098695071561,0.41947273678774805,-0.12054331205087948,0.11964358889616468,0.5198231285953372,0.031487224156390166,-0.08263979203223436,0.2721906253231092,-0.24125854520902001,0.22300446781202346,-0.1758157550068637,0.03982917685597432,-0.4255513856511658,-0.6015278479894516,0.4019871705723492,0.20030949922102737,-0.3959207639164856,-0.7681809835833171,0.09489318769132767,-0.22737539351304076,0.20045727288816012,-0.30930293720317975,0.07078195188444099,0.21814682058445178,-0.23430088577780403,-0.055700924319850145,0.09489296920113123,-0.16429810938906386
"010,010",010,,,,-9.439187,-1.017534,-0.06573232112963916,0.2652340604742591,0.28270607537568815,-0.010228524768690865,-0.0002585575422337388,-0.07866107952089486,0.059590874599232936,-0.08195895043993195,-0.11180160662288693,0.23329427271773748,-0.05437310124469391,-0.2674360815413872,0.25271590211600903,0.2048204525575336,0.04624854858418181,0.004723866060998243,0.01997987052201963,0.23472580338928056,-0.0043557908585562044,-0.1008566328112025,0.14868674131697907,0.06934400745807026,0.006888536124392211,0.03868110076423252,0.006128579027278188,0.03235774220695242,-0.06095381243156224,-0.03697973478517899,0.08637822974432598,0.0028093448591865232,0.0038465833683743434,0.29317343083373476,0.08000002877079092,0.1554524106711784,-0.08293408960905121,0.16353552339692196,-0.13524315022273933,-0.12312844441871645,0.07123314898485916,0.1888368511667823,0.1520293660572126,-0.15358807022710183,-0.04325896213381412,-0.08645839617004615,-0.004034189044844801,-0.006915322317291406,0.07325087323528152,-0.08587882158003039,0.06629378941176456,-0.0011642126273830615,0.17113467495362533,-0.05970288884695063,0.12795852024748952,-0.008804891495482319,0.09676965480524453,0.0454608221259943,0.14059166696010608,0.11107675619780055,-0.022059790190855594,0.21141053572581495,0.0893198082459177,-0.16709266831771638,-0.12263352732038085,-0.2183635184465,-0.08205695595521409,0.25523062733786733,0.03811869069610932,0.06351503499270784,-0.03194960925326334,0.06052477019827878,0.139833664180097,3.759178956663368e-05,0.19348880436830185,0.05573936688288554,-0.03605694740152528,-0.057055939773606304,-0.3509070775205864,0.2073043547067726,-0.07255376923683245,0.06352916307491105,0.14734784980402607,0.07937049907277187,-0.04990286485119287,0.0714829661562117,-0.218633697707527,0.0526293708826455,-0.06313590060985615,0.07871471428291982,-0.10605800118545615,-0.010867469207380789,-0.04560222555093787,0.013648002916562202,0.08238258321612314,-0.11777001076183512,0.12287370254629164,-0.04021509240311269,0.021341741209704678,-0.06338646890317191,-0.13159971053524122,0.0009204043075569613
